date,student_id,Name,preferred_course,course_demand,predicted_performance,timestamp,course_id,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,record_id
10/18/2024,S1654,Mehwish,AI,Medium,Average,18:44.5,C105,Late,2.55,0.72,6.57,2,72,45,14,56.58,Medium,199
10/6/2024,S788,Areeba,Web Development,Low,Below Average,21:12.2,C105,Present,0.62,0.54,3.06,2,54,35,9,33.96,High,200
10/13/2024,S1805,Ayaan,Cybersecurity,High,Excellent,00:34.4,C105,Late,3.94,0.96,17.5,0,96,50,17,99.33,Low,201
10/6/2024,S3699,Zara,Business Analytics,High,Above Average,17:48.0,C104,Present,3.09,0.89,6.49,0,89,44,15,79.88,Low,202
10/1/2024,S2542,Ayaan,Cybersecurity,High,Excellent,06:11.4,C103,Late,3.56,0.95,12.72,0,95,46,17,89.45,Low,203
10/22/2024,S3446,Danish,Data Science,Medium,Below Average,20:33.5,C105,Present,2.83,0.8,6.49,0,80,46,13,64.2,High,204
10/1/2024,S2363,Hassan,Business Analytics,Medium,Above Average,00:19.3,C104,Present,3.6,0.99,15.5,0,99,45,15,82.58,Medium,205
10/4/2024,S3461,Aleena,AI,High,Above Average,23:15.4,C104,Late,3.44,0.85,9.62,0,85,40,14,62.59,Low,206
10/12/2024,S1704,Taha,AI,Medium,Average,17:17.5,C104,Present,2.09,0.62,4.97,2,62,39,14,58.68,Medium,207
10/10/2024,S2738,Hira,Cybersecurity,Medium,Average,00:47.4,C103,Absent,3.51,0.91,18.85,0,91,46,19,96.33,Medium,208
10/5/2024,S1649,Iqra,Web Development,Medium,Average,17:22.3,C102,Late,2.44,0.65,4.04,2,65,39,11,44.18,Medium,209
10/22/2024,S3334,Danish,Data Science,High,Above Average,18:56.8,C101,Present,3.26,0.82,7.74,1,82,42,16,61.85,Low,210
10/9/2024,S3925,Usman,Business Analytics,High,Above Average,19:20.2,C101,Present,3.05,0.76,7.68,1,76,43,16,64.32,Low,211
10/16/2024,S1639,Mariam,Business Analytics,Medium,Average,06:38.8,C102,Present,2.59,0.69,6.35,1,69,37,12,51.95,Medium,212
10/18/2024,S3337,Laiba,Web Development,Medium,Average,05:14.7,C104,Present,3.4,0.83,9.22,1,83,49,14,78.84,High,213
10/7/2024,S3776,Danish,Cybersecurity,High,Above Average,18:21.2,C104,Present,2.99,0.87,6.87,1,87,48,12,73.69,Low,214
10/22/2024,S2252,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.91,0.92,13.0,0,92,49,16,95.46,Low,215
10/1/2024,S2015,Hamza,Web Development,High,Excellent,07:51.5,C102,Present,3.83,0.91,10.83,0,91,49,19,98.78,Low,216
10/9/2024,S1170,Ayaan,Data Science,Low,Below Average,19:28.6,C101,Late,0.54,0.52,1.53,4,52,39,9,34.3,High,217
10/9/2024,S1249,Fatima,Business Analytics,Medium,Average,23:25.2,C101,Present,2.09,0.68,6.46,1,68,37,11,50.85,Medium,218
10/11/2024,S1346,Areeba,Web Development,Low,Above Average,12:08.2,C104,Present,2.22,0.63,4.52,2,63,45,14,54.8,High,219
10/20/2024,S879,Hira,Cybersecurity,Low,Below Average,08:44.2,C101,Present,1.59,0.56,1.53,3,56,31,6,22.46,High,220
10/23/2024,S2431,Noor,AI,High,Excellent,00:34.2,C102,Present,3.74,0.99,15.76,0,99,46,15,88.22,Low,221
10/19/2024,S2107,Zara,Data Science,High,Excellent,17:30.1,C104,Absent,3.88,0.92,16.86,0,92,45,17,96.41,Low,222
10/24/2024,S317,Imran,Web Development,High,Above Average,07:14.3,C104,Present,0.58,0.44,3.71,3,44,36,6,31.85,Low,223
10/14/2024,S1617,Areeba,Web Development,Low,Below Average,20:50.2,C103,Present,2.33,0.63,4.11,2,63,39,11,54.65,Low,224
10/21/2024,S1967,Aleena,Web Development,High,Excellent,19:24.4,C102,Present,3.6,0.9,12.4,0,90,45,18,98.72,Low,225
10/20/2024,S821,Areeba,Data Science,Low,Below Average,03:47.2,C102,Absent,1.52,0.52,1.12,2,52,30,6,35.92,High,226
10/10/2024,S2945,Ayaan,Data Science,High,Excellent,13:21.6,C104,Present,3.73,0.98,18.78,0,98,47,18,98.77,Low,227
10/22/2024,S2243,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.65,0.97,18.76,0,97,45,20,96.95,Low,228
10/18/2024,S1711,Hamza,Web Development,Low,Excellent,01:24.1,C102,Present,2.29,0.68,5.9,1,68,43,11,56.17,High,229
10/17/2024,S177,Hassan,Cybersecurity,Low,Below Average,13:16.9,C102,Present,1.44,0.44,3.29,4,44,34,8,25.3,High,230
10/7/2024,S2811,Mariam,Business Analytics,High,Excellent,08:19.5,C104,Present,3.93,0.98,19.24,0,98,46,17,93.69,Low,231
10/14/2024,S2706,Imran,Data Science,Low,Below Average,22:12.5,C101,Present,3.71,0.96,17.04,0,96,49,18,83.74,High,232
10/9/2024,S495,Iqra,AI,Low,Below Average,20:47.4,C101,Late,0.72,0.55,3.24,4,55,38,9,34.65,High,233
10/5/2024,S3467,Ayaan,AI,High,Above Average,02:24.4,C105,Late,2.85,0.8,9.25,0,80,47,15,62.24,Low,234
10/4/2024,S2568,Noor,Cybersecurity,High,Excellent,15:13.2,C101,Late,3.53,0.9,13.78,0,90,47,20,96.86,Low,235
10/1/2024,S033,Hassan,AI,Low,Below Average,05:20.5,C103,Present,0.69,0.41,1.22,3,41,32,10,24.45,High,236
10/20/2024,S566,Hassan,Web Development,Low,Below Average,08:55.5,C103,Late,1.1,0.49,3.05,3,49,40,9,26.74,High,237
10/6/2024,S3755,Taha,Web Development,High,Above Average,23:52.7,C101,Present,3.48,0.76,9.91,1,76,41,12,70.46,Low,238
10/12/2024,S1671,Saad,Web Development,Medium,Average,21:19.6,C105,Present,2.7,0.61,5.51,1,61,45,13,51.27,Medium,239
10/12/2024,S3947,Hira,AI,High,Above Average,10:50.3,C101,Present,3.47,0.75,9.12,1,75,50,14,78.05,Low,240
10/12/2024,S1135,Laiba,Business Analytics,Low,Below Average,11:36.3,C103,Present,1.84,0.46,3.58,2,46,36,5,39.53,High,241
10/4/2024,S1550,Danish,Cybersecurity,Medium,Average,12:55.4,C102,Present,2.32,0.64,5.45,1,64,38,11,47.2,Medium,242
10/26/2024,S1858,Hamza,Data Science,High,Excellent,04:50.6,C105,Late,3.73,0.95,10.99,0,95,46,17,92.22,Low,243
10/10/2024,S2434,Zara,Cybersecurity,High,Excellent,22:21.1,C105,Present,3.67,0.95,10.62,0,95,45,18,84.16,Low,244
10/15/2024,S3109,Zara,Cybersecurity,Medium,Above Average,22:57.5,C105,Present,3.59,0.94,10.36,0,94,45,19,94.81,Medium,245
10/18/2024,S2804,Mehwish,Web Development,High,Excellent,17:23.2,C104,Late,3.78,0.93,13.74,0,93,47,16,84.09,Low,246
10/11/2024,S1945,Noor,AI,High,Excellent,20:25.7,C104,Present,3.76,0.91,17.69,0,91,49,19,83.35,Low,247
10/17/2024,S1045,Iqra,AI,Medium,Average,17:57.3,C102,Late,1.31,0.49,2.8,4,49,33,9,32.08,Medium,248
10/1/2024,S707,Laiba,Data Science,Low,Below Average,00:23.2,C104,Late,0.73,0.46,1.8,2,46,31,7,31.63,High,249
10/15/2024,S1747,Mariam,Cybersecurity,Medium,Average,13:51.5,C105,Present,2.45,0.63,6.38,1,63,39,11,52.66,Medium,250
10/26/2024,S3612,Zara,Cybersecurity,High,Above Average,11:01.5,C102,Present,2.8,0.88,6.62,0,88,45,12,73.88,Low,251
10/5/2024,S3518,Imran,Cybersecurity,Low,Below Average,12:00.4,C105,Late,3.36,0.83,6.66,1,83,49,16,70.6,Medium,252
10/9/2024,S3179,Fatima,AI,High,Excellent,01:27.3,C103,Present,3.77,0.91,12.79,0,91,47,15,88.18,Low,253
10/3/2024,S538,Laiba,Data Science,High,Excellent,02:22.1,C101,Late,0.82,0.48,3.58,2,48,30,5,23.29,Medium,254
10/21/2024,S2770,Hira,Business Analytics,High,Excellent,08:57.2,C103,Present,3.74,0.94,13.86,0,94,45,16,85.56,Low,255
10/5/2024,S3906,Hassan,Web Development,High,Above Average,22:29.5,C101,Present,3.13,0.84,6.85,0,84,40,16,76.82,Low,256
10/20/2024,S2763,Iqra,Business Analytics,Medium,Average,23:35.1,C104,Late,3.68,0.91,17.74,0,91,45,18,97.17,Medium,257
10/25/2024,S1233,Ayaan,AI,Medium,Average,16:51.5,C102,Late,2.5,0.64,5.95,1,64,37,14,44.22,Medium,258
10/15/2024,S1644,Zara,Business Analytics,Medium,Average,09:20.1,C104,Present,2.41,0.65,4.3,2,65,36,10,40.04,Medium,259
10/8/2024,S096,Taha,Web Development,Low,Below Average,19:16.5,C103,Late,1.14,0.57,3.86,4,57,35,9,22.23,High,260
10/8/2024,S2091,Laiba,Data Science,High,Excellent,02:35.4,C104,Present,3.55,0.91,18.03,0,91,45,19,99.19,Low,261
10/1/2024,S1236,Areeba,Cybersecurity,Medium,Average,21:40.2,C102,Absent,2.54,0.61,5.76,2,61,44,11,41.79,Medium,262
10/1/2024,S1357,Usman,Web Development,High,Below Average,08:41.5,C102,Present,2.51,0.62,4.02,2,62,44,11,55.89,High,263
10/12/2024,S3086,Danish,Business Analytics,High,Excellent,08:32.4,C101,Late,3.82,0.92,17.77,0,92,46,17,89.75,Low,264
10/26/2024,S2979,Hassan,Data Science,High,Excellent,07:57.1,C103,Present,3.65,0.94,10.71,0,94,49,19,93.93,Low,265
10/21/2024,S2061,Iqra,AI,High,Excellent,18:48.4,C102,Present,3.51,1.0,19.28,0,100,50,15,88.76,Low,266
10/18/2024,S2387,Taha,Data Science,High,Excellent,21:23.3,C104,Present,3.81,0.98,12.77,0,98,45,18,92.91,Low,267
10/17/2024,S3479,Areeba,Cybersecurity,Low,Excellent,19:24.2,C104,Present,3.03,0.86,6.69,1,86,50,12,71.83,High,268
10/13/2024,S1307,Iqra,Data Science,Medium,Average,01:15.3,C103,Present,2.36,0.71,4.58,2,71,35,14,44.85,Medium,269
10/21/2024,S3559,Imran,Data Science,High,Above Average,11:22.3,C105,Present,3.16,0.77,8.23,1,77,42,14,61.47,Low,270
10/22/2024,S359,Mariam,Web Development,Low,Below Average,02:18.5,C102,Present,1.13,0.4,3.66,4,40,32,7,32.4,High,271
10/13/2024,S3088,Areeba,Cybersecurity,Medium,Below Average,22:07.5,C102,Present,3.77,0.93,17.86,0,93,50,16,88.71,Medium,272
10/24/2024,S3397,Noor,AI,High,Above Average,10:14.2,C104,Absent,2.83,0.78,6.69,1,78,45,15,70.46,Low,273
10/14/2024,S2575,Aleena,Web Development,High,Excellent,15:07.2,C101,Present,3.79,0.98,18.16,0,98,46,18,87.05,Low,274
10/9/2024,S335,Danish,Business Analytics,Low,Below Average,10:01.4,C103,Present,1.82,0.5,3.15,4,50,35,5,31.12,High,275
10/17/2024,S1511,Ahmed,AI,High,Excellent,12:00.2,C103,Present,2.74,0.7,4.63,2,70,36,11,58.5,High,276
10/17/2024,S2645,Areeba,Data Science,High,Excellent,21:57.5,C105,Present,3.87,0.9,18.24,0,90,49,17,80.89,Low,277
10/7/2024,S2386,Taha,Web Development,High,Excellent,11:40.4,C103,Absent,3.69,0.94,18.06,0,94,48,19,83.48,Low,278
10/23/2024,S3987,Laiba,Business Analytics,High,Above Average,20:24.5,C103,Present,3.01,0.78,8.39,1,78,45,16,62.43,Low,279
10/3/2024,S2031,Areeba,AI,High,Excellent,19:33.3,C102,Present,3.54,0.95,15.33,0,95,50,19,99.47,Low,280
10/5/2024,S3935,Ayaan,AI,High,Above Average,02:24.4,C105,Late,2.82,0.75,6.97,1,75,45,12,68.41,Low,281
10/22/2024,S2705,Mehwish,AI,High,Excellent,03:22.3,C105,Late,3.61,0.99,19.79,0,99,47,15,99.75,Low,282
10/11/2024,S3953,Saad,Data Science,High,Above Average,15:37.1,C102,Present,2.91,0.83,6.74,1,83,46,13,78.24,Low,283
10/10/2024,S3870,Noor,Business Analytics,High,Above Average,09:35.5,C103,Present,3.35,0.81,9.09,1,81,44,15,75.35,Low,284
10/22/2024,S2514,Areeba,Cybersecurity,Low,Average,21:33.4,C105,Present,3.89,0.94,15.42,0,94,48,16,93.46,High,285
10/16/2024,S009,Aleena,AI,High,Average,05:53.6,C105,Present,0.87,0.56,3.37,2,56,38,10,21.41,Low,286
10/11/2024,S1226,Bilal,Business Analytics,High,Below Average,03:59.4,C101,Present,2.71,0.71,4.85,2,71,43,13,58.12,High,287
10/17/2024,S2539,Taha,Cybersecurity,High,Excellent,21:39.4,C101,Present,3.8,0.91,11.55,0,91,47,16,88.1,Low,288
10/8/2024,S1069,Saad,Cybersecurity,Low,Below Average,07:31.6,C103,Present,0.91,0.49,2.72,2,49,37,8,30.73,High,289
10/11/2024,S543,Hassan,Business Analytics,Low,Below Average,02:49.4,C101,Present,0.87,0.48,3.77,4,48,36,10,36.58,High,290
10/2/2024,S3823,Aleena,Cybersecurity,High,Above Average,17:46.5,C102,Present,3.04,0.8,7.15,1,80,43,16,61.36,Low,291
10/18/2024,S2992,Aleena,Business Analytics,High,Excellent,14:49.3,C105,Present,3.89,0.91,11.27,0,91,47,19,93.96,Low,292
10/2/2024,S2580,Usman,Data Science,High,Excellent,21:47.4,C104,Present,3.71,0.96,10.96,0,96,48,17,95.67,Low,293
10/12/2024,S2757,Mehwish,Cybersecurity,High,Excellent,16:03.5,C104,Present,3.87,0.96,12.77,0,96,46,16,88.56,Low,294
10/19/2024,S3943,Areeba,Data Science,High,Above Average,21:46.5,C101,Present,3.17,0.75,8.07,0,75,48,15,66.97,Low,295
10/1/2024,S3460,Danish,Business Analytics,Medium,Average,17:08.4,C102,Present,2.96,0.8,6.42,0,80,44,12,67.14,High,296
10/13/2024,S3498,Usman,Cybersecurity,High,Above Average,12:37.1,C103,Present,3.47,0.84,8.37,0,84,41,13,79.01,Low,297
10/1/2024,S1731,Iqra,Web Development,Medium,Average,05:39.5,C105,Present,2.23,0.63,6.51,1,63,44,14,48.13,Medium,298
10/23/2024,S1621,Hamza,Web Development,Medium,Average,06:38.3,C105,Present,2.01,0.75,5.4,1,75,38,10,54.72,Medium,299
10/10/2024,S315,Imran,AI,Low,Below Average,01:23.5,C101,Late,0.72,0.41,2.39,4,41,30,6,28.69,High,300
10/21/2024,S3678,Bilal,AI,Medium,Excellent,13:54.5,C104,Present,3.26,0.85,8.77,0,85,47,13,75.16,Medium,301
10/26/2024,S872,Mehwish,AI,Low,Below Average,21:38.5,C104,Present,0.6,0.47,3.46,2,47,35,7,23.94,High,302
10/3/2024,S3694,Zara,Business Analytics,High,Above Average,22:35.4,C103,Present,3.25,0.75,6.97,1,75,47,14,73.78,Low,303
10/18/2024,S3888,Imran,Cybersecurity,High,Above Average,04:39.6,C105,Absent,3.43,0.86,7.94,0,86,44,12,79.26,Low,304
10/22/2024,S2496,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.9,0.91,15.82,0,91,45,19,93.1,Low,305
10/6/2024,S1473,Laiba,Web Development,High,Below Average,11:22.2,C101,Present,2.51,0.74,4.18,2,74,45,11,42.69,Low,306
10/1/2024,S1273,Mehwish,AI,Medium,Average,10:30.2,C102,Present,2.64,0.67,5.82,1,67,44,14,44.19,Medium,307
10/26/2024,S2267,Fatima,Data Science,High,Excellent,10:04.5,C105,Late,3.53,0.97,18.76,0,97,48,15,84.64,Low,308
10/8/2024,S544,Noor,Data Science,Low,Below Average,00:11.5,C104,Present,1.72,0.48,2.71,4,48,33,9,31.14,High,309
10/15/2024,S479,Mehwish,Data Science,High,Excellent,09:35.3,C103,Late,1.61,0.42,2.3,2,42,36,10,30.69,Low,310
10/9/2024,S2018,Aleena,Business Analytics,High,Excellent,09:38.1,C104,Present,3.78,0.94,19.54,0,94,47,17,80.09,Low,311
10/20/2024,S1312,Iqra,Cybersecurity,Medium,Average,17:41.4,C105,Late,2.32,0.74,4.13,2,74,36,10,50.77,Medium,312
10/15/2024,S502,Mariam,Business Analytics,Low,Below Average,02:36.4,C103,Present,1.35,0.43,1.22,4,43,33,8,20.69,High,313
10/11/2024,S144,Zara,Web Development,Low,Below Average,22:11.2,C105,Late,0.6,0.54,3.7,3,54,35,10,24.76,High,314
10/15/2024,S1516,Zara,Web Development,Medium,Average,03:05.4,C101,Present,2.05,0.73,5.01,1,73,40,12,56.06,Medium,315
10/24/2024,S2535,Zara,Business Analytics,Medium,Below Average,22:54.5,C101,Present,3.79,0.91,10.96,0,91,48,20,98.74,High,316
10/18/2024,S3959,Taha,Cybersecurity,High,Above Average,04:14.2,C103,Late,2.83,0.78,6.69,0,78,48,12,67.69,Low,317
10/8/2024,S1839,Mariam,AI,High,Excellent,07:56.1,C102,Late,3.61,0.99,11.29,0,99,50,17,88.09,Low,318
10/24/2024,S1898,Iqra,Data Science,Low,Below Average,04:43.4,C104,Present,3.76,0.99,12.85,0,99,45,19,95.89,High,319
10/13/2024,S123,Imran,Business Analytics,High,Average,21:35.5,C104,Present,0.93,0.56,2.91,3,56,40,9,37.23,Low,320
10/9/2024,S1198,Hamza,Cybersecurity,Low,Below Average,12:02.2,C105,Present,1.04,0.44,1.21,4,44,38,5,27.75,High,321
10/22/2024,S2986,Hamza,Business Analytics,High,Excellent,17:50.6,C103,Present,3.81,0.9,14.51,0,90,45,16,91.21,Low,322
10/15/2024,S3144,Hassan,Cybersecurity,High,Excellent,19:14.4,C104,Present,3.57,0.9,16.54,0,90,47,20,92.16,Low,323
10/24/2024,S331,Iqra,Business Analytics,Low,Below Average,00:41.1,C104,Late,1.96,0.59,3.37,2,59,31,8,20.29,High,324
10/9/2024,S2219,Aleena,Business Analytics,Medium,Below Average,09:38.1,C104,Present,3.95,0.99,17.68,0,99,45,17,89.9,Medium,325
10/3/2024,S1498,Fatima,Cybersecurity,Medium,Average,18:30.5,C105,Absent,2.23,0.67,5.14,1,67,42,13,53.43,Medium,326
10/14/2024,S3392,Fatima,Data Science,High,Above Average,16:42.1,C101,Present,2.91,0.8,8.07,1,80,44,15,65.15,Low,327
10/9/2024,S2164,Ayaan,Cybersecurity,High,Excellent,05:53.3,C105,Present,3.83,0.99,14.57,0,99,45,19,91.78,Low,328
10/4/2024,S1701,Taha,Cybersecurity,Medium,Average,15:35.6,C105,Present,2.75,0.64,5.17,2,64,42,13,59.96,Medium,329
10/7/2024,S3095,Danish,Data Science,Low,Average,02:29.1,C102,Present,3.89,0.9,16.76,0,90,49,16,80.59,Medium,330
10/25/2024,S1109,Noor,Cybersecurity,Low,Below Average,08:43.1,C101,Present,0.88,0.5,3.8,3,50,37,5,30.63,High,331
10/20/2024,S3454,Saad,AI,High,Above Average,23:32.1,C101,Present,3.3,0.76,7.79,0,76,41,15,76.86,Low,332
10/20/2024,S2478,Imran,Cybersecurity,High,Excellent,07:20.5,C101,Present,3.99,0.94,13.8,0,94,49,19,95.89,Low,333
10/8/2024,S2561,Mariam,AI,High,Excellent,07:56.1,C102,Late,3.68,0.97,17.44,0,97,45,20,85.53,Low,334
10/23/2024,S864,Saad,Cybersecurity,High,Excellent,01:00.5,C104,Present,0.65,0.58,1.94,2,58,35,6,25.21,Medium,335
10/25/2024,S2749,Hira,AI,High,Excellent,11:40.2,C105,Present,3.52,0.93,10.61,0,93,47,20,85.32,Low,336
10/5/2024,S1294,Hamza,Business Analytics,Medium,Average,13:38.0,C104,Present,2.46,0.73,4.61,1,73,37,11,48.99,Medium,337
10/16/2024,S1579,Mariam,Business Analytics,Medium,Average,06:38.8,C102,Present,2.59,0.66,6.2,1,66,35,10,47.12,Medium,338
10/14/2024,S2847,Ayaan,AI,High,Excellent,20:34.6,C104,Late,3.62,0.95,17.44,0,95,48,16,80.29,Low,339
10/8/2024,S591,Taha,Web Development,Low,Below Average,19:16.5,C103,Late,1.0,0.58,1.01,2,58,35,5,21.77,High,340
10/24/2024,S2130,Zara,Web Development,High,Excellent,02:03.4,C103,Present,3.57,0.93,14.81,0,93,48,20,82.72,Low,341
10/12/2024,S3547,Taha,Data Science,High,Above Average,09:18.4,C101,Present,2.97,0.85,8.3,1,85,45,16,72.84,Low,342
10/10/2024,S1106,Imran,Data Science,Medium,Above Average,17:16.4,C105,Present,1.12,0.53,2.77,4,53,32,9,36.74,Medium,343
10/9/2024,S1597,Fatima,Cybersecurity,Low,Excellent,21:50.6,C105,Present,2.78,0.69,5.34,1,69,39,11,41.56,Low,344
10/13/2024,S2286,Laiba,Business Analytics,High,Excellent,18:11.5,C103,Present,3.86,0.97,17.77,0,97,50,18,98.91,Low,345
10/15/2024,S1717,Ahmed,Web Development,Low,Above Average,02:06.4,C104,Present,2.61,0.63,5.66,1,63,38,10,46.19,Low,346
10/9/2024,S3806,Danish,Cybersecurity,High,Above Average,12:39.3,C105,Present,3.28,0.77,7.71,0,77,44,12,66.85,Low,347
10/13/2024,S1358,Usman,Cybersecurity,Medium,Average,15:13.3,C104,Absent,2.03,0.63,4.76,2,63,40,13,54.15,Medium,348
10/13/2024,S3619,Saad,Business Analytics,High,Above Average,14:01.0,C101,Present,3.48,0.76,7.23,1,76,44,12,65.58,Low,349
10/17/2024,S2473,Mariam,AI,High,Excellent,19:39.3,C102,Present,3.97,0.92,17.23,0,92,49,15,89.64,Low,350
10/17/2024,S803,Hassan,Cybersecurity,Low,Below Average,13:16.9,C102,Present,1.55,0.47,2.5,3,47,35,6,28.27,High,351
10/14/2024,S2563,Ahmed,Data Science,High,Excellent,10:40.5,C105,Present,3.67,0.96,11.47,0,96,49,18,97.92,Low,352
10/9/2024,S2906,Mariam,Web Development,High,Excellent,23:53.5,C105,Present,3.65,0.91,15.96,0,91,48,15,98.3,Low,353
10/1/2024,S1627,Noor,Business Analytics,Medium,Average,06:50.8,C103,Present,2.15,0.72,6.96,1,72,40,10,52.36,Medium,354
10/23/2024,S3908,Iqra,Cybersecurity,High,Above Average,19:35.1,C104,Present,3.28,0.84,7.5,1,84,40,13,75.67,Low,355
10/6/2024,S3287,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.39,0.79,8.84,0,79,49,15,63.95,Low,356
10/22/2024,S2464,Zara,AI,High,Excellent,13:36.4,C104,Present,3.54,0.91,11.47,0,91,49,16,82.95,Low,357
10/22/2024,S2198,Zara,AI,High,Excellent,22:29.5,C101,Present,3.87,1.0,11.41,0,100,45,17,84.94,Low,358
10/22/2024,S2217,Danish,Data Science,High,Excellent,11:37.3,C104,Absent,3.94,1.0,11.78,0,100,48,16,87.41,Low,359
10/23/2024,S935,Saad,Cybersecurity,Low,Below Average,01:00.5,C104,Present,1.97,0.52,2.7,4,52,32,9,24.43,High,360
10/11/2024,S2428,Hamza,Data Science,High,Excellent,09:52.4,C104,Present,3.9,0.98,12.09,0,98,50,18,83.41,Low,361
10/19/2024,S2991,Imran,Business Analytics,High,Excellent,21:47.8,C101,Present,3.6,1.0,17.42,0,100,49,15,93.15,Low,362
10/10/2024,S222,Mehwish,Web Development,Low,Below Average,06:43.2,C103,Present,1.61,0.45,3.89,2,45,31,5,34.18,High,363
10/19/2024,S2231,Hassan,Business Analytics,Low,Above Average,08:49.4,C101,Late,3.61,0.92,15.65,0,92,48,15,92.35,High,364
10/15/2024,S1315,Ahmed,Web Development,High,Excellent,02:06.4,C104,Present,2.73,0.64,5.18,2,64,37,10,42.1,High,365
10/16/2024,S1660,Ahmed,Web Development,High,Above Average,10:53.1,C101,Absent,2.24,0.64,5.78,1,64,43,13,47.34,Low,366
10/7/2024,S523,Mehwish,Data Science,Low,Below Average,07:32.1,C102,Late,1.34,0.51,1.12,3,51,38,6,21.49,High,367
10/7/2024,S1051,Hira,AI,Low,Below Average,03:29.4,C105,Late,1.83,0.56,1.36,4,56,39,9,24.87,High,368
10/17/2024,S169,Hassan,Cybersecurity,Low,Below Average,04:01.5,C103,Present,1.0,0.49,3.68,4,49,38,8,23.03,High,369
10/9/2024,S3789,Aleena,AI,High,Above Average,14:40.4,C103,Present,2.85,0.86,8.7,0,86,48,12,62.02,Low,370
10/1/2024,S204,Mariam,Web Development,Low,Below Average,14:04.3,C103,Present,1.32,0.54,1.53,4,54,31,7,26.85,High,371
10/13/2024,S585,Danish,Data Science,Low,Below Average,23:42.5,C102,Present,1.03,0.52,1.81,4,52,31,8,20.13,High,372
10/9/2024,S712,Danish,Business Analytics,Medium,Average,10:01.4,C103,Present,0.73,0.57,2.73,3,57,31,9,28.75,Low,373
10/10/2024,S2364,Laiba,Web Development,High,Excellent,20:18.1,C102,Present,3.69,0.91,13.51,0,91,46,17,85.91,Low,374
10/5/2024,S298,Hamza,AI,Medium,Above Average,06:47.3,C102,Present,1.59,0.51,3.6,3,51,33,7,37.86,Low,375
10/3/2024,S054,Hira,AI,Low,Below Average,02:12.5,C105,Present,1.66,0.52,1.56,4,52,31,9,27.06,High,376
10/4/2024,S806,Fatima,Data Science,Low,Below Average,16:55.5,C101,Present,0.7,0.59,2.22,4,59,33,8,34.44,High,377
10/9/2024,S1293,Taha,Web Development,Medium,Average,22:20.3,C103,Present,2.12,0.69,5.64,1,69,40,14,45.14,Medium,378
10/26/2024,S1767,Mariam,Cybersecurity,Medium,Average,21:59.8,C105,Present,2.41,0.72,4.49,1,72,41,13,40.88,Medium,379
10/11/2024,S2183,Hamza,Data Science,High,Excellent,09:52.4,C104,Present,3.51,0.95,10.66,0,95,50,18,94.29,Low,380
10/7/2024,S1046,Hira,AI,Low,Below Average,03:29.4,C105,Late,1.84,0.5,2.01,2,50,38,5,37.51,High,381
10/6/2024,S1892,Taha,Business Analytics,High,Excellent,05:53.2,C101,Present,3.58,0.9,15.35,0,90,45,18,82.24,Low,382
10/8/2024,S2104,Mehwish,Data Science,Medium,Below Average,12:25.5,C105,Absent,3.97,0.91,18.73,0,91,46,20,98.24,Medium,383
10/18/2024,S2713,Areeba,Business Analytics,High,Excellent,17:13.4,C101,Present,3.69,0.95,16.61,0,95,50,18,98.13,Low,384
10/20/2024,S658,Zara,Cybersecurity,Low,Below Average,03:06.4,C102,Present,0.64,0.45,3.68,2,45,32,10,34.58,High,385
10/18/2024,S1147,Usman,Web Development,Low,Below Average,00:57.4,C104,Present,1.84,0.59,2.99,2,59,38,7,20.89,High,386
10/22/2024,S2455,Areeba,Cybersecurity,High,Excellent,21:33.4,C105,Present,3.59,0.96,14.89,0,96,47,19,83.34,Low,387
10/21/2024,S045,Imran,Web Development,Low,Below Average,05:55.2,C105,Late,1.88,0.6,2.14,4,60,30,5,33.32,High,388
10/21/2024,S2253,Areeba,AI,Medium,Above Average,17:58.7,C102,Present,3.67,0.94,19.2,0,94,47,20,99.67,Medium,389
10/16/2024,S2200,Saad,Business Analytics,High,Excellent,05:11.9,C105,Present,3.5,0.95,19.91,0,95,48,18,82.87,Low,390
10/12/2024,S2467,Hassan,Web Development,High,Excellent,20:21.2,C103,Late,3.73,0.97,15.42,0,97,48,16,99.01,Low,391
10/24/2024,S582,Laiba,Data Science,Medium,Average,00:13.2,C105,Absent,0.66,0.41,2.3,3,41,37,6,36.88,Medium,392
10/18/2024,S2643,Taha,Data Science,High,Excellent,21:23.3,C104,Present,3.54,0.92,15.34,0,92,50,20,82.01,Low,393
10/25/2024,S225,Saad,Cybersecurity,Low,Below Average,02:28.6,C103,Absent,1.08,0.59,3.85,4,59,39,7,32.61,High,394
10/6/2024,S1542,Hira,AI,Medium,Average,21:23.2,C101,Present,2.45,0.69,4.05,1,69,36,14,44.04,Medium,395
10/26/2024,S3660,Imran,Data Science,High,Above Average,08:52.3,C101,Present,3.16,0.85,8.06,0,85,40,13,68.82,Low,396
