date,student_id,Name,preferred_course,course_demand,predicted_performance,timestamp,course_id,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk
10/5/2024,S737,Mariam,AI,Low,Below Average,16:54.4,C101,Late,1.3,0.49,3.96,2,49,39,6,27.29,High
10/22/2024,S3324,Iqra,Cybersecurity,High,Above Average,23:03.7,C103,Present,3.43,0.84,7.5,1,84,45,16,63.92,Low
10/17/2024,S2481,Areeba,Data Science,Low,Below Average,21:57.5,C105,Present,3.84,0.98,12.64,0,98,46,19,82.25,Low
10/19/2024,S3817,Mehwish,Data Science,High,Average,16:08.6,C102,Present,3.44,0.76,7.88,0,76,50,14,64.62,Low
10/13/2024,S2060,Aleena,Data Science,Low,Below Average,14:33.5,C105,Present,3.89,0.95,12.71,0,95,49,20,99.36,Low
10/19/2024,S1905,Zara,Web Development,High,Excellent,04:37.2,C101,Absent,3.69,0.95,19.62,0,95,45,20,99.71,Low
10/4/2024,S3383,Ahmed,Cybersecurity,High,Above Average,20:49.8,C101,Present,3.03,0.82,8.47,0,82,42,13,64.29,Medium
10/15/2024,S1667,Danish,Cybersecurity,Medium,Average,07:09.1,C103,Present,2.47,0.64,6.59,2,64,39,12,48.99,Low
10/18/2024,S3959,Taha,Cybersecurity,High,Average,04:14.2,C103,Late,2.83,0.78,6.69,0,78,48,12,67.69,Low
10/10/2024,S2830,Laiba,Web Development,Low,Average,20:18.1,C102,Present,3.89,0.93,15.59,0,93,45,16,85.95,Medium
10/19/2024,S3131,Zara,Web Development,High,Excellent,04:37.2,C101,Absent,3.53,0.95,12.16,0,95,46,19,81.08,Low
10/6/2024,S3342,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.48,0.89,8.47,0,89,49,12,65.02,Low
10/13/2024,S2482,Fatima,AI,High,Excellent,18:44.6,C103,Present,3.61,0.98,19.83,0,98,46,16,93.81,Low
10/10/2024,S1205,Imran,AI,Medium,Average,04:49.5,C102,Late,2.0,0.67,5.59,2,67,40,10,48.3,Medium
10/22/2024,S1160,Taha,Business Analytics,Low,Below Average,01:21.4,C105,Present,1.09,0.44,3.03,2,44,34,6,21.62,Low
10/19/2024,S2291,Zara,Data Science,High,Excellent,17:30.1,C104,Absent,3.99,0.91,17.28,0,91,47,15,93.1,Low
10/1/2024,S1534,Areeba,Data Science,Medium,Average,16:28.3,C103,Late,2.2,0.66,5.32,1,66,44,14,43.21,Medium
10/4/2024,S806,Fatima,Data Science,Low,Below Average,16:55.5,C101,Present,0.7,0.59,2.22,4,59,33,8,34.44,Low
10/18/2024,S2707,Areeba,Business Analytics,High,Excellent,17:13.4,C101,Present,3.85,0.93,18.95,0,93,50,20,86.56,Low
10/20/2024,S1875,Ayaan,Business Analytics,Low,Average,07:22.6,C104,Present,3.99,0.99,10.43,0,99,47,20,98.86,Medium
10/16/2024,S3276,Usman,Web Development,Low,Average,11:40.1,C104,Present,3.22,0.77,6.63,1,77,46,16,60.24,Low
10/13/2024,S579,Imran,Business Analytics,Low,Below Average,21:35.5,C104,Present,0.95,0.52,2.62,2,52,38,5,32.99,High
10/25/2024,S2280,Taha,Data Science,High,Excellent,17:56.2,C101,Late,3.87,0.91,19.61,0,91,46,20,81.67,Low
10/22/2024,S3419,Danish,Data Science,High,Above Average,18:56.8,C101,Present,3.01,0.86,6.92,0,86,45,14,74.42,Low
10/4/2024,S1363,Saad,Web Development,Medium,Average,18:30.5,C101,Late,2.19,0.69,6.29,2,69,43,13,53.77,Medium
10/9/2024,S001,Hamza,Cybersecurity,Low,Below Average,12:02.2,C105,Present,1.18,0.55,2.24,3,55,34,6,29.01,High
10/2/2024,S3427,Bilal,Web Development,High,Above Average,22:57.2,C104,Present,2.94,0.82,7.87,1,82,43,15,67.18,Low
10/3/2024,S3729,Areeba,Business Analytics,High,Above Average,22:28.6,C104,Present,2.8,0.83,9.87,1,83,45,14,70.26,Low
10/15/2024,S3846,Hamza,AI,High,Above Average,13:05.3,C105,Present,3.32,0.87,9.06,1,87,42,16,69.57,Low
10/5/2024,S965,Noor,Data Science,Low,Below Average,05:03.2,C105,Present,0.92,0.46,2.19,4,46,33,6,36.3,Low
10/26/2024,S3254,Zara,Cybersecurity,High,Average,05:27.6,C103,Present,2.81,0.88,6.94,1,88,50,12,73.31,Medium
10/1/2024,S1012,Bilal,AI,Low,Below Average,01:06.2,C102,Present,1.2,0.58,3.54,4,58,33,9,31.53,High
10/10/2024,S248,Danish,Cybersecurity,Low,Below Average,15:53.3,C104,Late,0.99,0.57,3.97,2,57,39,9,37.42,High
10/26/2024,S1426,Danish,AI,Medium,Average,03:56.1,C102,Present,2.43,0.64,5.87,1,64,43,12,47.83,Medium
10/1/2024,S2112,Areeba,Web Development,High,Excellent,19:29.5,C102,Late,4.0,0.93,16.38,0,93,46,15,90.52,Low
10/22/2024,S3977,Danish,Data Science,High,Above Average,18:56.8,C101,Present,3.25,0.87,8.22,1,87,50,16,64.83,Low
10/20/2024,S3408,Saad,AI,Low,Average,23:32.1,C101,Present,2.97,0.76,8.67,1,76,46,16,79.4,Low
10/26/2024,S3794,Mehwish,Cybersecurity,High,Above Average,21:02.3,C101,Present,3.12,0.82,9.98,0,82,41,15,65.13,Medium
10/23/2024,S1510,Mariam,Cybersecurity,Medium,Average,14:38.5,C101,Present,2.39,0.75,5.3,1,75,42,10,51.75,Medium
10/18/2024,S3516,Zara,AI,Low,Below Average,02:20.6,C104,Absent,3.03,0.85,6.05,0,85,48,12,66.94,Low
10/12/2024,S651,Zara,Cybersecurity,Low,Below Average,12:43.5,C104,Present,0.55,0.54,1.55,2,54,36,8,28.82,High
10/7/2024,S1968,Danish,Data Science,High,Excellent,12:49.9,C104,Present,3.96,0.98,16.42,0,98,46,19,100.0,Low
10/24/2024,S2047,Iqra,Data Science,High,Excellent,04:43.4,C104,Present,3.55,0.92,17.89,0,92,48,16,94.55,Low
10/12/2024,S1559,Taha,Business Analytics,Medium,Average,09:02.7,C101,Absent,2.01,0.72,5.08,1,72,40,12,57.99,Medium
10/1/2024,S3801,Danish,Business Analytics,High,Above Average,17:08.4,C102,Present,3.32,0.82,6.84,1,82,43,14,64.35,Low
10/20/2024,S176,Iqra,AI,Low,Below Average,05:52.5,C104,Late,0.79,0.54,2.48,2,54,40,5,37.23,High
10/15/2024,S279,Saad,Data Science,Low,Below Average,16:35.3,C104,Present,0.83,0.44,3.03,4,44,36,5,21.24,Low
10/22/2024,S1136,Taha,Business Analytics,Low,Below Average,01:21.4,C105,Present,1.54,0.44,1.44,4,44,30,6,31.41,Low
10/2/2024,S3553,Mariam,Business Analytics,High,Above Average,16:47.6,C103,Late,3.21,0.8,8.35,0,80,40,13,71.54,Low
10/16/2024,S2485,Ayaan,Data Science,Low,Average,13:15.5,C101,Present,3.73,0.99,11.32,0,99,49,19,85.73,Low
10/23/2024,S2431,Noor,AI,High,Excellent,00:34.2,C102,Present,3.74,0.99,15.76,0,99,46,15,88.22,Medium
10/6/2024,S2530,Danish,AI,Low,Average,18:57.0,C101,Absent,3.63,0.96,14.91,0,96,45,16,94.55,Low
10/11/2024,S3520,Saad,Data Science,High,Above Average,15:37.1,C102,Present,3.48,0.85,8.87,0,85,45,16,68.96,Low
10/15/2024,S692,Hassan,Cybersecurity,Low,Below Average,11:03.5,C103,Present,0.54,0.42,3.28,2,42,33,6,28.68,High
10/2/2024,S3962,Iqra,Data Science,High,Above Average,10:45.2,C102,Absent,3.14,0.84,8.0,0,84,40,14,65.58,Low
10/19/2024,S417,Aleena,Web Development,Low,Below Average,03:03.3,C105,Late,1.87,0.47,3.4,3,47,36,10,20.54,High
10/13/2024,S2890,Zara,Business Analytics,High,Excellent,21:22.3,C102,Absent,3.71,0.97,17.84,0,97,48,17,86.97,Low
10/4/2024,S218,Hira,Web Development,Low,Below Average,10:55.3,C105,Late,0.62,0.44,3.46,2,44,34,10,24.53,High
10/15/2024,S2489,Hamza,Data Science,Low,Below Average,02:45.5,C102,Absent,3.73,0.93,13.05,0,93,46,17,93.91,Low
10/15/2024,S1972,Hamza,Data Science,Low,Below Average,02:45.5,C102,Absent,3.65,0.9,11.53,0,90,48,15,95.08,Medium
10/7/2024,S3406,Saad,Business Analytics,High,Below Average,22:25.3,C105,Present,2.84,0.77,9.59,0,77,41,15,60.36,Low
10/17/2024,S3112,Areeba,Data Science,High,Excellent,21:57.5,C105,Present,4.0,0.97,16.34,0,97,50,16,85.26,Low
10/21/2024,S904,Bilal,AI,Low,Below Average,15:08.4,C104,Present,0.79,0.44,2.93,2,44,38,5,37.74,High
10/22/2024,S2926,Hamza,Business Analytics,High,Excellent,17:50.6,C103,Present,3.64,0.93,15.81,0,93,50,18,87.31,Low
10/9/2024,S913,Danish,Business Analytics,Low,Below Average,10:01.4,C103,Present,0.82,0.42,3.32,2,42,33,10,28.56,High
10/11/2024,S3470,Hira,AI,High,Above Average,07:03.4,C105,Present,3.3,0.84,6.39,0,84,47,16,67.55,Medium
10/24/2024,S728,Zara,Web Development,Low,Below Average,02:42.5,C105,Present,1.71,0.48,1.31,3,48,30,5,28.89,Low
10/26/2024,S3756,Aleena,Business Analytics,High,Below Average,13:37.2,C103,Late,3.37,0.87,6.23,1,87,40,15,74.75,Low
10/7/2024,S3080,Danish,Data Science,Low,Average,02:29.1,C102,Present,3.75,0.99,16.13,0,99,46,20,93.49,Low
10/10/2024,S2826,Laiba,Business Analytics,High,Excellent,07:17.5,C103,Absent,3.54,0.91,13.16,0,91,45,16,91.31,Low
10/14/2024,S2156,Aleena,Web Development,High,Excellent,15:07.2,C101,Present,3.78,0.98,11.13,0,98,47,20,93.9,Low
10/13/2024,S450,Aleena,Business Analytics,Low,Below Average,23:29.5,C105,Present,1.61,0.49,3.45,2,49,30,10,37.69,High
10/17/2024,S1396,Taha,Business Analytics,Medium,Average,19:34.3,C105,Late,2.06,0.68,5.27,1,68,42,14,49.64,Low
10/24/2024,S377,Laiba,Data Science,Low,Below Average,00:13.2,C105,Absent,1.57,0.45,1.52,2,45,36,8,35.58,High
10/23/2024,S3143,Usman,Data Science,High,Excellent,10:29.2,C102,Late,3.51,0.99,16.61,0,99,48,18,97.63,Low
10/23/2024,S1753,Ayaan,Business Analytics,Medium,Average,00:50.3,C101,Present,2.8,0.67,4.57,2,67,40,13,48.76,Medium
10/9/2024,S3967,Ayaan,Business Analytics,High,Above Average,10:48.4,C102,Late,3.09,0.9,8.91,1,90,44,14,79.9,Low
10/18/2024,S434,Mariam,Business Analytics,Low,Below Average,12:20.2,C103,Present,1.12,0.46,3.56,3,46,30,5,24.69,High
10/20/2024,S953,Hamza,Data Science,Low,Below Average,09:54.5,C105,Late,1.08,0.44,3.97,3,44,40,8,38.7,High
10/16/2024,S372,Aleena,AI,Low,Below Average,18:03.4,C103,Late,0.79,0.6,2.12,2,60,30,9,25.35,High
10/22/2024,S3278,Danish,Data Science,High,Above Average,20:33.5,C105,Present,3.24,0.87,6.91,1,87,47,13,68.61,Low
10/23/2024,S2397,Usman,Cybersecurity,High,Excellent,10:35.2,C104,Late,3.88,0.95,10.69,0,95,46,15,85.11,Low
10/15/2024,S1422,Mehwish,Data Science,Medium,Average,08:38.4,C105,Late,2.62,0.61,6.19,2,61,37,13,42.53,Medium
10/21/2024,S701,Imran,AI,Low,Below Average,12:02.2,C101,Present,1.85,0.56,3.84,4,56,38,7,20.23,High
10/5/2024,S2868,Laiba,Business Analytics,Low,Below Average,19:16.5,C103,Present,3.75,0.95,15.32,0,95,46,15,98.49,Low
10/20/2024,S645,Hamza,Data Science,Low,Below Average,09:54.5,C105,Late,1.87,0.42,3.28,3,42,36,6,29.46,High
10/4/2024,S1458,Bilal,Web Development,Medium,Average,07:48.3,C102,Present,2.05,0.75,6.26,1,75,44,10,45.71,Medium
10/12/2024,S666,Danish,Business Analytics,Low,Below Average,22:34.7,C103,Absent,0.69,0.46,3.51,2,46,34,5,22.17,High
10/23/2024,S1504,Bilal,Web Development,Medium,Average,12:38.4,C103,Absent,2.16,0.62,5.55,1,62,40,12,43.15,Medium
10/14/2024,S1428,Saad,Cybersecurity,Medium,Average,22:57.4,C102,Present,2.76,0.69,6.55,2,69,39,14,54.33,Medium
10/3/2024,S1633,Fatima,Data Science,Medium,Average,14:28.5,C103,Absent,2.43,0.73,6.74,2,73,45,12,45.06,Medium
10/5/2024,S2421,Mehwish,Business Analytics,High,Excellent,11:39.5,C103,Late,3.8,0.91,17.92,0,91,50,20,85.4,Low
10/23/2024,S1481,Mariam,Cybersecurity,Medium,Average,14:38.5,C101,Present,2.21,0.7,5.75,1,70,44,13,56.51,Medium
10/23/2024,S1165,Aleena,AI,Low,Below Average,14:58.5,C104,Late,1.85,0.47,2.24,4,47,35,6,33.07,Low
10/8/2024,S795,Aleena,AI,Low,Below Average,07:08.5,C104,Late,1.17,0.47,2.55,2,47,32,5,25.3,Low
10/25/2024,S3592,Laiba,AI,High,Above Average,09:09.3,C104,Present,3.14,0.85,7.38,1,85,41,12,66.32,Low
10/13/2024,S247,Danish,Business Analytics,Low,Below Average,14:26.5,C103,Present,1.97,0.5,3.6,2,50,32,9,22.48,High
10/7/2024,S3816,Danish,Cybersecurity,Low,Below Average,18:21.2,C104,Present,3.45,0.87,7.77,1,87,41,13,60.06,Low
10/15/2024,S735,Mehwish,Data Science,Low,Below Average,09:35.3,C103,Late,1.58,0.51,1.09,2,51,33,6,38.94,High
10/23/2024,S506,Iqra,AI,Low,Below Average,05:57.2,C101,Absent,0.65,0.44,3.95,3,44,39,5,22.73,High
10/16/2024,S2441,Mariam,Cybersecurity,Low,Average,07:00.0,C102,Present,3.61,0.98,14.41,0,98,47,17,94.5,Low
10/17/2024,S1190,Saad,Data Science,Low,Below Average,15:05.2,C105,Present,0.73,0.59,2.99,2,59,36,10,28.23,Low
10/1/2024,S3373,Hamza,Web Development,High,Above Average,01:26.2,C105,Late,3.17,0.77,8.0,0,77,42,13,76.28,Low
10/8/2024,S3444,Mariam,Data Science,High,Above Average,03:38.5,C102,Present,2.82,0.81,7.7,1,81,43,14,78.81,Low
10/26/2024,S1615,Mariam,Cybersecurity,Medium,Average,21:59.8,C105,Present,2.47,0.72,4.26,2,72,35,10,47.66,Medium
10/15/2024,S533,Mariam,Business Analytics,Low,Below Average,02:36.4,C103,Present,1.42,0.47,1.25,4,47,34,10,37.0,High
10/24/2024,S933,Mehwish,Business Analytics,Low,Below Average,07:52.4,C102,Present,1.77,0.56,1.57,4,56,34,5,21.04,Low
10/23/2024,S109,Imran,Business Analytics,Low,Below Average,04:12.4,C104,Present,1.71,0.53,3.35,2,53,38,10,23.4,Low
10/5/2024,S1868,Mehwish,Web Development,High,Excellent,05:45.4,C104,Present,3.68,0.97,17.95,0,97,47,19,86.05,Low
10/24/2024,S950,Mehwish,Business Analytics,Low,Below Average,07:52.4,C102,Present,1.87,0.58,3.81,3,58,39,8,30.67,High
10/26/2024,S2414,Zara,Data Science,High,Excellent,07:20.4,C104,Late,3.61,0.95,18.13,0,95,45,19,84.11,Low
10/6/2024,S2949,Usman,Web Development,High,Excellent,08:23.2,C102,Present,4.0,0.92,17.87,0,92,49,20,96.66,Low
10/21/2024,S3206,Imran,Data Science,High,Above Average,11:22.3,C105,Present,3.06,0.8,7.36,0,80,46,14,69.06,Low
10/2/2024,S2224,Danish,Cybersecurity,High,Excellent,17:05.4,C101,Present,3.83,0.94,15.62,0,94,45,16,96.84,Low
10/26/2024,S2975,Hamza,Data Science,Low,Average,04:50.6,C105,Late,3.54,1.0,15.1,0,100,50,15,85.93,Medium
10/9/2024,S3958,Zara,Web Development,High,Above Average,22:13.5,C104,Present,2.87,0.78,6.99,1,78,46,12,69.94,Medium
10/8/2024,S544,Noor,Data Science,Low,Below Average,00:11.5,C104,Present,1.72,0.48,2.71,4,48,33,9,31.14,Low
10/12/2024,S1766,Hassan,Web Development,Medium,Average,13:50.7,C101,Present,2.1,0.74,4.75,2,74,43,13,58.54,Medium
10/13/2024,S2495,Aleena,Data Science,High,Below Average,14:33.5,C105,Present,3.68,0.97,10.36,0,97,47,18,86.46,Low
10/6/2024,S2935,Zara,Data Science,High,Excellent,12:42.4,C102,Present,3.92,0.98,16.26,0,98,47,17,99.83,Low
10/25/2024,S260,Fatima,Web Development,Low,Below Average,19:43.1,C101,Absent,1.45,0.47,1.31,2,47,38,6,23.55,High
10/25/2024,S1515,Hassan,Cybersecurity,Medium,Average,07:08.2,C102,Absent,2.78,0.71,6.34,1,71,44,10,50.09,Medium
10/1/2024,S1779,Usman,Web Development,Medium,Average,08:41.5,C102,Present,2.37,0.69,6.37,1,69,36,13,44.38,Medium
10/14/2024,S1863,Iqra,Web Development,High,Excellent,22:15.5,C104,Late,3.55,0.91,11.02,0,91,49,20,85.33,Low
10/26/2024,S1296,Fatima,Business Analytics,Medium,Average,10:01.3,C103,Late,2.75,0.74,4.42,2,74,45,12,48.1,Medium
10/7/2024,S928,Laiba,Business Analytics,Low,Below Average,13:49.5,C104,Absent,1.93,0.54,1.9,3,54,34,5,20.88,High
10/24/2024,S613,Areeba,Data Science,Low,Below Average,04:48.7,C105,Present,0.91,0.59,2.78,3,59,39,7,35.47,Low
10/6/2024,S2632,Fatima,Cybersecurity,Low,Below Average,04:55.4,C103,Present,3.61,0.92,14.76,0,92,49,15,94.69,Low
10/10/2024,S1232,Imran,AI,Medium,Average,04:49.5,C102,Late,2.76,0.69,5.76,1,69,39,11,53.66,Low
10/8/2024,S220,Taha,Business Analytics,Low,Below Average,22:26.1,C101,Present,1.44,0.49,2.8,2,49,31,5,28.64,Low
10/13/2024,S3130,Fatima,Business Analytics,High,Excellent,11:12.4,C103,Late,3.65,0.9,13.43,0,90,46,17,83.02,Low
10/15/2024,S486,Mariam,Business Analytics,Low,Below Average,02:36.4,C103,Present,1.72,0.44,3.38,3,44,38,6,24.2,High
10/3/2024,S2317,Usman,AI,High,Excellent,00:45.5,C105,Present,3.95,0.9,11.02,0,90,48,17,90.99,Medium
10/5/2024,S2165,Mariam,Business Analytics,High,Excellent,22:15.3,C105,Late,3.72,0.95,16.66,0,95,46,19,93.77,Low
10/25/2024,S3522,Hamza,Cybersecurity,High,Above Average,09:06.7,C102,Late,2.98,0.88,7.41,1,88,42,12,74.09,Low
10/26/2024,S2993,Hassan,Data Science,High,Excellent,07:57.1,C103,Present,3.54,0.92,10.13,0,92,45,15,85.37,Low
10/23/2024,S259,Imran,Data Science,Low,Below Average,11:39.1,C104,Present,0.81,0.55,1.63,2,55,38,10,22.11,High
10/4/2024,S3843,Zara,Business Analytics,High,Above Average,02:24.4,C102,Present,2.89,0.84,7.0,1,84,41,13,63.53,Medium
10/21/2024,S387,Imran,AI,Low,Below Average,12:02.2,C101,Present,1.39,0.43,3.1,4,43,31,9,20.46,High
10/12/2024,S848,Danish,Business Analytics,Low,Below Average,22:34.7,C103,Absent,1.74,0.55,1.55,4,55,38,5,21.15,High
10/25/2024,S2574,Areeba,Business Analytics,Low,Below Average,08:10.5,C103,Present,3.52,0.95,19.24,0,95,46,19,92.54,Low
10/24/2024,S3234,Noor,AI,High,Above Average,10:14.2,C104,Absent,3.34,0.81,6.8,0,81,48,13,66.12,Medium
10/16/2024,S3613,Danish,AI,High,Above Average,23:06.2,C105,Absent,3.06,0.89,6.53,1,89,50,15,78.39,Low
10/13/2024,S3102,Danish,Cybersecurity,High,Below Average,05:23.4,C101,Absent,3.93,0.91,19.53,0,91,50,16,95.31,Low
10/8/2024,S2862,Mariam,AI,Low,Average,07:56.1,C102,Late,3.52,0.98,19.37,0,98,45,18,89.9,Low
10/4/2024,S1624,Laiba,AI,Medium,Average,09:16.3,C102,Present,2.76,0.7,6.0,2,70,42,11,55.02,Medium
10/13/2024,S1002,Hamza,AI,Low,Below Average,23:38.6,C103,Present,1.3,0.51,1.74,3,51,37,5,25.37,High
10/11/2024,S210,Fatima,AI,Low,Below Average,16:22.2,C102,Present,0.53,0.46,2.98,4,46,40,9,27.42,High
10/16/2024,S3621,Ayaan,AI,High,Above Average,17:09.5,C102,Late,3.32,0.79,7.32,1,79,48,14,63.49,Low
10/2/2024,S2092,Hira,Data Science,High,Below Average,06:51.4,C105,Absent,3.55,0.92,17.85,0,92,45,18,93.59,Low
10/9/2024,S1949,Iqra,Business Analytics,High,Excellent,04:55.5,C104,Present,3.55,0.91,17.64,0,91,48,17,80.14,Low
10/7/2024,S911,Laiba,Business Analytics,Low,Below Average,13:49.5,C104,Absent,1.26,0.48,3.02,2,48,32,9,24.29,Low
10/14/2024,S1719,Aleena,Data Science,Medium,Average,06:01.0,C104,Present,2.5,0.69,6.65,2,69,43,14,50.98,Medium
10/13/2024,S2553,Aleena,Data Science,Low,Below Average,14:33.5,C105,Present,3.93,0.93,17.41,0,93,46,15,96.35,Low
10/17/2024,S2985,Danish,Business Analytics,High,Excellent,10:47.4,C105,Present,3.61,0.96,13.11,0,96,50,17,85.04,Low
10/9/2024,S2164,Ayaan,Cybersecurity,High,Excellent,05:53.3,C105,Present,3.83,0.99,14.57,0,99,45,19,91.78,Low
10/6/2024,S597,Areeba,Web Development,Low,Below Average,21:12.2,C105,Present,1.75,0.45,2.88,2,45,32,10,35.72,High
10/14/2024,S1951,Hassan,Cybersecurity,High,Excellent,07:00.2,C102,Late,3.79,0.92,10.22,0,92,46,16,93.65,Low
10/3/2024,S3765,Zara,Business Analytics,Low,Average,22:35.4,C103,Present,2.86,0.87,6.86,0,87,48,16,78.15,Low
10/10/2024,S297,Danish,Cybersecurity,Low,Below Average,15:53.3,C104,Late,0.9,0.47,1.21,2,47,34,6,21.97,Low
10/6/2024,S3717,Saad,Cybersecurity,Low,Average,01:50.4,C101,Present,3.03,0.76,9.79,1,76,47,13,73.15,Medium
10/23/2024,S508,Imran,Web Development,Low,Below Average,06:05.5,C105,Late,1.27,0.54,2.06,2,54,39,5,38.94,Low
10/7/2024,S2865,Taha,Web Development,Low,Below Average,11:40.4,C103,Absent,3.5,1.0,14.02,0,100,48,18,80.11,Medium
10/19/2024,S008,Ahmed,Cybersecurity,Low,Below Average,02:30.5,C102,Present,1.71,0.4,1.2,4,40,38,5,32.13,High
10/21/2024,S2253,Areeba,AI,Low,Average,17:58.7,C102,Present,3.67,0.94,19.2,0,94,47,20,99.67,Medium
10/25/2024,S3055,Mariam,Data Science,High,Excellent,17:30.4,C101,Late,3.81,0.95,10.98,0,95,48,19,86.81,Low
10/18/2024,S2030,Mehwish,Data Science,High,Excellent,14:05.6,C104,Present,3.8,0.99,17.53,0,99,50,20,96.78,Low
10/2/2024,S2149,Mehwish,Web Development,High,Excellent,00:47.4,C104,Present,3.51,0.97,11.92,0,97,46,16,87.1,Low
10/12/2024,S2087,Ahmed,Business Analytics,Low,Average,21:30.2,C103,Present,3.54,0.9,14.16,0,90,48,18,83.9,Low
10/21/2024,S3118,Saad,Data Science,High,Excellent,15:31.3,C103,Present,3.6,0.9,16.62,0,90,45,20,86.52,Low
10/18/2024,S2551,Areeba,Business Analytics,Low,Below Average,17:13.4,C101,Present,3.83,0.92,10.61,0,92,50,17,81.5,Medium
10/10/2024,S3359,Danish,Business Analytics,Low,Below Average,05:29.3,C104,Present,2.92,0.76,6.32,0,76,49,13,76.88,Low
10/10/2024,S178,Danish,Cybersecurity,Low,Below Average,15:53.3,C104,Late,1.49,0.54,1.52,2,54,32,8,32.39,Low
10/12/2024,S3854,Mariam,Business Analytics,High,Above Average,06:36.2,C105,Present,3.49,0.78,7.49,1,78,45,16,72.0,Low
10/21/2024,S2779,Bilal,Cybersecurity,Low,Below Average,09:31.5,C103,Present,4.0,0.92,12.64,0,92,49,18,85.94,Low
10/12/2024,S791,Bilal,Web Development,Low,Below Average,01:17.4,C102,Present,1.1,0.6,2.45,4,60,32,10,37.71,High
10/1/2024,S1335,Areeba,Data Science,Medium,Average,16:28.3,C103,Late,2.02,0.61,4.21,1,61,38,11,43.45,Medium
10/13/2024,S679,Noor,Cybersecurity,Low,Below Average,02:05.1,C103,Present,0.69,0.46,3.88,2,46,35,8,37.28,High
10/20/2024,S3454,Saad,AI,Low,Below Average,23:32.1,C101,Present,3.3,0.76,7.79,0,76,41,15,76.86,Low
